site,miner_id,ip,mac,scanner_result,model,firmware,rt_hash,avg_hash,elapsed,temperature,fan_rpm,pool_state,worker
DEMO-RIVERBEND,RB-02906,10.240.12.35,02:00:00:0b:5a:02,Success,Antminer S19 95T,20230110,92542.16 GH/s,92638.50 GH/s,6d 21h 36m,60.8/62.7/61.1 C,6023/6483/6343/6468 RPM,Connected,demo-riverbend.02906
DEMO-RIVERBEND,RB-02907,10.240.12.36,02:00:00:0b:5b:27,Success,WhatsMiner M30S++ 112T,20230110,106975.60 GH/s,109704.70 GH/s,5d 04h 10m,68.8/70.1/69.0 C,5452/6348/5425/5416 RPM,Connected,demo-riverbend.02907
DEMO-RIVERBEND,RB-02908,10.240.12.37,02:00:00:0b:5c:4c,Success,Antminer S19j Pro 104T,20230315,104389.32 GH/s,102551.42 GH/s,9d 04h 58m,77.8/79.4/76.8 C,,Connected,demo-riverbend.02908
DEMO-RIVERBEND,RB-02909,10.240.12.38,02:00:00:0b:5d:71,Success,Antminer S19 95T,20230110,96481.22 GH/s,97352.42 GH/s,6d 05h 35m,70.4/70.2/70.0 C,5649/6046/6084/5777 RPM,Connected,demo-riverbend.02909
DEMO-RIVERBEND,RB-02910,10.240.12.39,02:00:00:0b:5e:96,Success,WhatsMiner M30S++ 112T,20230110,109730.43 GH/s,111724.51 GH/s,9d 15h 47m,77.9/77.9/77.3 C,5503/5662/6164/6050 RPM,Connected,demo-riverbend.02910
DEMO-RIVERBEND,RB-02911,10.240.12.40,02:00:00:0b:5f:bb,Success,Antminer S19j Pro 104T,20230315,101753.47 GH/s,104580.22 GH/s,6d 16h 20m,76.5/76.1/77.8 C,5962/5460/6415/5866 RPM,Connected,demo-riverbend.02911
DEMO-RIVERBEND,RB-02912,10.240.12.41,02:00:00:0b:60:e0,Success,Antminer S19 95T,20230110,92097.13 GH/s,95334.46 GH/s,9d 12h 15m,73.4/74.8/75.0 C,5423/5667/6376/5494 RPM,Connected,demo-riverbend.02912
DEMO-RIVERBEND,RB-02913,10.240.12.42,02:00:00:0b:61:05,Success,WhatsMiner M30S++ 112T,20230110,108570.51 GH/s,111809.71 GH/s,2d 18h 02m,75.5/75.9/75.3 C,6336/6081/5777/5422 RPM,Connected,demo-riverbend.02913
DEMO-RIVERBEND,RB-02914,10.240.12.43,02:00:00:0b:62:2a,Success,Antminer S19j Pro 104T,20230315,99283.16 GH/s,102665.94 GH/s,9d 22h 29m,73.1/72.8/74.3 C,,Connected,demo-riverbend.02914
DEMO-RIVERBEND,RB-02915,10.240.12.44,02:00:00:0b:63:4f,Success,Antminer S19 95T,20230110,0 GH/s,0 GH/s,3d 19h 05m,255/255/255,5649/6481/6450/5849 RPM,Unknown,demo-riverbend.02915
DEMO-RIVERBEND,RB-02916,10.240.12.45,02:00:00:0b:64:74,Success,WhatsMiner M30S++ 112T,20230110,0 GH/s,110790.26 GH/s,3d 01h 03m,65.9/65.9/65.2 C,5988/6115/5674/6332 RPM,Connected,demo-riverbend.02916
DEMO-RIVERBEND,RB-02917,10.240.12.46,02:00:00:0b:65:99,Success,Antminer S19j Pro 104T,20230315,102484.38 GH/s,102005.56 GH/s,3d 02h 43m,61.9/63.1/63.6 C,5537/6472/5638/5577 RPM,Connected,demo-riverbend.02917
DEMO-RIVERBEND,RB-02918,10.240.12.47,02:00:00:0b:66:be,Success,Antminer S19 95T,20230110,94466.94 GH/s,93965.51 GH/s,6d 03h 12m,70.8/71.8/69.8 C,6475/5667/6228/5592 RPM,Connected,demo-riverbend.02918
DEMO-RIVERBEND,RB-02919,10.240.12.48,02:00:00:0b:67:e3,Success,WhatsMiner M30S++ 112T,20230110,106478.47 GH/s,108533.65 GH/s,8d 20h 35m,66.5/66.0/66.0 C,5774/5650/5557/5519 RPM,Connected,demo-riverbend.02919
DEMO-RIVERBEND,RB-02920,10.240.12.49,02:00:00:0b:68:08,Success,Antminer S19j Pro 104T,20230315,95252.42 GH/s,100369.05 GH/s,1d 15h 39m,71.5/71.4/70.6 C,5472/6072/5611/5653 RPM,Connected,demo-riverbend.02920
DEMO-RIVERBEND,RB-02921,10.240.12.50,02:00:00:0b:69:2d,Success,Antminer S19 95T,20230110,90425.43 GH/s,92599.87 GH/s,6d 14h 50m,63.0/63.0/62.9 C,6056/5413/6176/6420 RPM,Connected,demo-riverbend.02921
DEMO-RIVERBEND,RB-02922,10.240.12.51,02:00:00:0b:6a:52,Success,WhatsMiner M30S++ 112T,20230110,107312.56 GH/s,109249.16 GH/s,4d 03h 40m,67.4/69.2/67.0 C,5712/5520/6076/5713 RPM,Connected,demo-riverbend.02922
DEMO-RIVERBEND,RB-02923,10.240.12.52,02:00:00:0b:6b:77,Success,Antminer S19j Pro 104T,20230315,106023.08 GH/s,105130.55 GH/s,3d 12h 31m,66.4/67.5/66.4 C,6421/5999/5944/5533 RPM,Connected,demo-riverbend.02923
DEMO-RIVERBEND,RB-02924,10.240.12.53,02:00:00:0b:6c:9c,Success,Antminer S19 95T,20230110,90996.82 GH/s,95914.79 GH/s,1d 22h 56m,70.7/70.3/71.7 C,6052/6065/6040/6395 RPM,Connected,demo-riverbend.02924
DEMO-RIVERBEND,RB-02925,10.240.12.54,02:00:00:0b:6d:c1,Success,WhatsMiner M30S++ 112T,20230110,113151.01 GH/s,111723.39 GH/s,8d 19h 29m,75.9/77.1/75.0 C,6054/6030/5565/6071 RPM,Connected,demo-riverbend.02925
DEMO-RIVERBEND,RB-02926,10.240.12.55,02:00:00:0b:6e:e6,Success,Antminer S19j Pro 104T,20230315,107431.45 GH/s,104973.59 GH/s,3d 18h 26m,71.6/70.7/70.6 C,6147/5674/5609/6027 RPM,Connected,demo-riverbend.02926
DEMO-RIVERBEND,RB-02927,10.240.12.56,02:00:00:0b:6f:0b,Success,Antminer S19 95T,20230110,88678.89 GH/s,93108.23 GH/s,2d 16h 04m,71.0/72.6/72.2 C,5475/6243/5665/6145 RPM,Connected,demo-riverbend.02927
DEMO-RIVERBEND,RB-02928,10.240.12.57,02:00:00:0b:70:30,Success,WhatsMiner M30S++ 112T,20230110,77389.95 GH/s,114058.36 GH/s,1d 15h 24m,74.7/75.0/75.5 C,5637/6164/6003/6037 RPM,Connected,demo-riverbend.02928
DEMO-RIVERBEND,RB-02929,10.240.12.58,02:00:00:0b:71:55,Success,Antminer S19j Pro 104T,20230315,99035.80 GH/s,101504.00 GH/s,6d 17h 11m,70.4/70.7/72.0 C,5560/5700/6429/6464 RPM,Connected,demo-riverbend.02929
DEMO-RIVERBEND,RB-02930,10.240.12.59,02:00:00:0b:72:7a,Success,Antminer S19 95T,20230110,95565.10 GH/s,96397.08 GH/s,1d 17h 39m,63.2/64.6/62.2 C,6388/5645/5669/6227 RPM,Connected,demo-riverbend.02930
DEMO-RIVERBEND,RB-02931,10.240.12.60,02:00:00:0b:73:9f,Success,WhatsMiner M30S++ 112T,20230110,103547.90 GH/s,109445.01 GH/s,8d 08h 38m,70.3/72.2/71.7 C,5503/5803/6226/6250 RPM,Connected,demo-riverbend.02931
DEMO-RIVERBEND,RB-02932,10.240.12.61,02:00:00:0b:74:c4,Success,Antminer S19j Pro 104T,20230315,108321.85 GH/s,106590.72 GH/s,2d 19h 18m,61.4/61.7/60.5 C,6105/5702/6461/6185 RPM,Connected,demo-riverbend.02932
DEMO-RIVERBEND,RB-02933,10.240.12.62,02:00:00:0b:75:e9,Success,Antminer S19 95T,20230110,96929.96 GH/s,97134.49 GH/s,1d 18h 32m,66.4/67.8/66.4 C,5934/5614/5716/6394 RPM,Connected,demo-riverbend.02933
DEMO-RIVERBEND,RB-02934,10.240.12.63,02:00:00:0b:76:0e,Success,WhatsMiner M30S++ 112T,20230110,112713.64 GH/s,112461.08 GH/s,5d 15h 50m,71.8/71.7/72.3 C,6356/6239/5565/6082 RPM,Connected,demo-riverbend.02934
DEMO-RIVERBEND,RB-02935,10.240.12.64,02:00:00:0b:77:33,Success,Antminer S19j Pro 104T,20230315,104832.55 GH/s,102690.68 GH/s,6d 14h 51m,77.9/78.8/78.4 C,6338/5639/5422/6151 RPM,Connected,demo-riverbend.02935
DEMO-RIVERBEND,RB-02936,10.240.12.65,02:00:00:0b:78:58,Success,Antminer S19 95T,20230110,94396.38 GH/s,94338.81 GH/s,8d 09h 25m,62.7/62.7/63.8 C,6487/5786/6370/6075 RPM,Connected,demo-riverbend.02936
DEMO-RIVERBEND,RB-02937,10.240.12.66,02:00:00:0b:79:7d,Success,WhatsMiner M30S++ 112T,20230110,112728.90 GH/s,113908.86 GH/s,1d 22h 55m,67.7/68.1/67.5 C,6257/6477/5883/5675 RPM,Connected,demo-riverbend.02937
DEMO-RIVERBEND,RB-02938,10.240.12.67,02:00:00:0b:7a:a2,Success,Antminer S19j Pro 104T,20230315,60620.33 GH/s,103771.64 GH/s,5d 14h 56m,71.7/71.1/72.8 C,5683/6107/6043/5743 RPM,Connected,demo-riverbend.02938
DEMO-RIVERBEND,RB-02939,10.240.12.68,02:00:00:0b:7b:c7,Success,Antminer S19 95T,20230110,93897.98 GH/s,91419.62 GH/s,5d 06h 36m,63.3/64.3/63.9 C,6161/6439/6045/5589 RPM,Connected,demo-riverbend.02939
DEMO-RIVERBEND,RB-02940,10.240.12.69,02:00:00:0b:7c:ec,Success,WhatsMiner M30S++ 112T,20230110,101387.88 GH/s,108466.12 GH/s,2d 03h 30m,73.1/74.3/73.7 C,5982/6278/5609/5809 RPM,Connected,demo-riverbend.02940
DEMO-RIVERBEND,RB-02941,10.240.12.70,02:00:00:0b:7d:11,Success,Antminer S19j Pro 104T,20230315,84135.38 GH/s,104594.94 GH/s,9d 22h 44m,66.7/67.9/66.3 C,5430/5845/5476/6106 RPM,Connected,demo-riverbend.02941
DEMO-RIVERBEND,RB-02942,10.240.12.71,02:00:00:0b:7e:36,Success,Antminer S19 95T,20230110,91007.52 GH/s,97509.08 GH/s,5d 13h 47m,61.3/61.4/62.8 C,5674/5611/5616/6200 RPM,Connected,demo-riverbend.02942
DEMO-RIVERBEND,RB-02943,10.240.12.72,02:00:00:0b:7f:5b,Success,WhatsMiner M30S++ 112T,20230110,0 GH/s,0 GH/s,3d 12h 31m,62.7/64.5/62.5 C,6131/5405/5926/5408 RPM,Connected,demo-riverbend.02943
DEMO-RIVERBEND,RB-02944,10.240.12.73,02:00:00:0b:80:80,Success,Antminer S19j Pro 104T,20230315,102501.03 GH/s,103304.87 GH/s,7d 08h 10m,67.1/66.9/68.9 C,5604/5795/5986/6419 RPM,Connected,demo-riverbend.02944
DEMO-RIVERBEND,RB-02945,10.240.12.74,02:00:00:0b:81:a5,Success,Antminer S19 95T,20230110,90156.23 GH/s,95442.09 GH/s,6d 04h 51m,65.9/65.2/66.5 C,5557/5855/6102/5639 RPM,Connected,demo-riverbend.02945
DEMO-RIVERBEND,RB-02946,10.240.12.75,02:00:00:0b:82:ca,Success,WhatsMiner M30S++ 112T,20230110,82494.17 GH/s,108346.81 GH/s,7d 14h 13m,75.7/74.7/75.5 C,6096/6265/5730/5538 RPM,Connected,demo-riverbend.02946
DEMO-RIVERBEND,RB-02947,10.240.12.76,02:00:00:0b:83:ef,Success,Antminer S19j Pro 104T,20230315,108523.09 GH/s,106392.99 GH/s,5d 12h 32m,74.5/76.1/75.1 C,5958/6461/5417/6480 RPM,Connected,demo-riverbend.02947
DEMO-RIVERBEND,RB-02948,10.240.12.77,02:00:00:0b:84:14,Success,Antminer S19 95T,20230110,0 GH/s,95288.24 GH/s,8d 01h 08m,255/255/255,6077/6245/6006/5593 RPM,Connected,demo-riverbend.02948
DEMO-RIVERBEND,RB-02949,10.240.12.78,02:00:00:0b:85:39,Success,WhatsMiner M30S++ 112T,20230110,107665.97 GH/s,113863.57 GH/s,9d 19h 51m,66.4/68.0/67.1 C,6134/5903/6472/5530 RPM,Connected,demo-riverbend.02949
DEMO-RIVERBEND,RB-02950,10.240.12.79,02:00:00:0b:86:5e,Success,Antminer S19j Pro 104T,20230315,103900.54 GH/s,103928.88 GH/s,8d 14h 16m,77.0/76.4/78.6 C,5871/5440/6054/5572 RPM,Connected,demo-riverbend.02950
DEMO-RIVERBEND,RB-02951,10.240.12.80,02:00:00:0b:87:83,Success,Antminer S19 95T,20230110,96500.12 GH/s,97245.43 GH/s,1d 10h 40m,61.3/63.2/62.4 C,6024/6248/5449/6194 RPM,Connected,demo-riverbend.02951
DEMO-RIVERBEND,RB-02952,10.240.12.81,02:00:00:0b:88:a8,Success,WhatsMiner M30S++ 112T,20230110,101175.26 GH/s,108007.63 GH/s,6d 01h 54m,71.6/71.4/71.6 C,6067/5410/5532/6019 RPM,Connected,demo-riverbend.02952
DEMO-RIVERBEND,RB-02953,10.240.12.82,02:00:00:0b:89:cd,Success,Antminer S19j Pro 104T,20230315,103937.41 GH/s,101063.89 GH/s,9d 19h 53m,62.2/62.0/61.7 C,5589/6003/6099/6044 RPM,Connected,demo-riverbend.02953
DEMO-RIVERBEND,RB-02954,10.240.12.83,02:00:00:0b:8a:f2,Success,Antminer S19 95T,20230110,97237.35 GH/s,95838.07 GH/s,4d 16h 18m,75.4/75.8/76.7 C,6475/6485/6129/6462 RPM,Connected,demo-riverbend.02954
DEMO-RIVERBEND,RB-02955,10.240.12.84,02:00:00:0b:8b:17,Success,WhatsMiner M30S++ 112T,20230110,111217.12 GH/s,108938.63 GH/s,8d 10h 00m,65.9/67.5/67.0 C,5969/5956/5929/5405 RPM,Connected,demo-riverbend.02955
DEMO-RIVERBEND,RB-02956,10.240.12.85,02:00:00:0b:8c:3c,Success,Antminer S19j Pro 104T,20230315,107956.40 GH/s,106335.50 GH/s,3d 13h 38m,62.6/63.9/61.9 C,5818/5407/5686/6051 RPM,Connected,demo-riverbend.02956
DEMO-RIVERBEND,RB-02957,10.240.12.86,02:00:00:0b:8d:61,Success,Antminer S19 95T,20230110,93171.14 GH/s,93479.58 GH/s,6d 06h 57m,67.7/69.0/68.3 C,5459/5789/6023/5991 RPM,Connected,demo-riverbend.02957
DEMO-RIVERBEND,RB-02958,10.240.12.87,02:00:00:0b:8e:86,Success,WhatsMiner M30S++ 112T,20230110,107505.61 GH/s,110423.80 GH/s,4d 02h 12m,60.3/60.5/59.8 C,5951/6434/6180/5660 RPM,Connected,demo-riverbend.02958
DEMO-RIVERBEND,RB-02959,10.240.12.88,02:00:00:0b:8f:ab,Success,Antminer S19j Pro 104T,20230315,101033.00 GH/s,100954.88 GH/s,6d 11h 34m,72.3/73.8/72.2 C,6498/5568/6400/5787 RPM,Connected,demo-riverbend.02959
DEMO-RIVERBEND,RB-02960,10.240.12.89,02:00:00:0b:90:d0,Success,Antminer S19 95T,20230110,95757.90 GH/s,93142.44 GH/s,3d 14h 33m,68.4/68.3/68.6 C,5747/6045/5581/5958 RPM,Connected,demo-riverbend.02960
DEMO-RIVERBEND,RB-02961,10.240.12.90,02:00:00:0b:91:f5,Success,WhatsMiner M30S++ 112T,20230110,0 GH/s,0 GH/s,1d 17h 24m,72.9/72.6/74.7 C,6131/6178/5590/5959 RPM,Connected,demo-riverbend.02961
DEMO-RIVERBEND,RB-02962,10.240.12.91,02:00:00:0b:92:1a,Success,Antminer S19j Pro 104T,20230315,99076.78 GH/s,100016.15 GH/s,9d 10h 03m,65.8/65.9/66.9 C,5872/5719/5712/6237 RPM,Connected,demo-riverbend.02962
DEMO-RIVERBEND,RB-02963,10.240.12.92,02:00:00:0b:93:3f,Success,Antminer S19 95T,20230110,94977.11 GH/s,93267.45 GH/s,6d 03h 08m,62.6/63.9/63.8 C,6456/5408/5708/6470 RPM,Connected,demo-riverbend.02963
DEMO-RIVERBEND,RB-02964,10.240.12.93,02:00:00:0b:94:64,Success,WhatsMiner M30S++ 112T,20230110,107629.43 GH/s,109642.85 GH/s,7d 04h 18m,77.9/79.0/77.8 C,5563/6234/6178/6076 RPM,Connected,demo-riverbend.02964
DEMO-RIVERBEND,RB-02965,10.240.12.94,02:00:00:0b:95:89,Success,Antminer S19j Pro 104T,20230315,96614.03 GH/s,100116.17 GH/s,3d 09h 02m,68.9/69.0/68.8 C,5471/5454/5959/6372 RPM,Connected,demo-riverbend.02965
DEMO-RIVERBEND,RB-02966,10.240.12.95,02:00:00:0b:96:ae,Success,Antminer S19 95T,20230110,90022.73 GH/s,94415.79 GH/s,4d 03h 32m,66.5/67.1/65.6 C,6486/6429/5564/5436 RPM,Connected,demo-riverbend.02966
DEMO-RIVERBEND,RB-02967,10.240.12.96,02:00:00:0b:97:d3,Success,WhatsMiner M30S++ 112T,20230110,108661.75 GH/s,114939.51 GH/s,5d 10h 13m,62.6/63.9/63.1 C,6095/6354/6069/5521 RPM,Connected,demo-riverbend.02967
DEMO-RIVERBEND,RB-02968,10.240.12.97,02:00:00:0b:98:f8,Success,Antminer S19j Pro 104T,20230315,105218.79 GH/s,103286.89 GH/s,9d 06h 33m,60.7/62.4/60.4 C,6043/6253/5594/5487 RPM,Connected,demo-riverbend.02968
DEMO-RIVERBEND,RB-02969,10.240.12.98,02:00:00:0b:99:1d,Success,Antminer S19 95T,20230110,95792.41 GH/s,94490.32 GH/s,5d 16h 37m,61.2/62.4/60.6 C,5445/5867/6320/6481 RPM,Connected,demo-riverbend.02969
DEMO-RIVERBEND,RB-02970,10.240.12.99,02:00:00:0b:9a:42,Success,WhatsMiner M30S++ 112T,20230110,111111.33 GH/s,111815.66 GH/s,3d 12h 45m,66.7/66.0/68.0 C,6186/5547/6472/6279 RPM,Connected,demo-riverbend.02970
DEMO-RIVERBEND,RB-02971,10.240.12.100,02:00:00:0b:9b:67,Success,Antminer S19j Pro 104T,20230315,99054.81 GH/s,106038.64 GH/s,8d 00h 56m,68.9/69.4/69.2 C,6205/5877/6102/5931 RPM,Connected,demo-riverbend.02971
DEMO-RIVERBEND,RB-02972,10.240.12.101,02:00:00:0b:9c:8c,Success,Antminer S19 95T,20230110,89686.57 GH/s,93803.13 GH/s,5d 23h 44m,69.1/68.3/70.5 C,6483/6358/6007/5952 RPM,Connected,demo-riverbend.02972
DEMO-RIVERBEND,RB-02973,10.240.12.102,02:00:00:0b:9d:b1,Success,WhatsMiner M30S++ 112T,20230110,118461.11 GH/s,115098.93 GH/s,8d 03h 35m,77.4/78.1/76.6 C,5849/5833/6429/5679 RPM,Connected,demo-riverbend.02973
DEMO-RIVERBEND,RB-02974,10.240.12.103,02:00:00:0b:9e:d6,Success,Antminer S19j Pro 104T,20230315,102065.83 GH/s,103163.90 GH/s,5d 02h 54m,62.6/63.4/62.1 C,6015/6375/5667/6394 RPM,Connected,demo-riverbend.02974
DEMO-RIVERBEND,RB-02975,10.240.12.104,02:00:00:0b:9f:fb,Success,Antminer S19 95T,20230110,99929.33 GH/s,97800.22 GH/s,6d 04h 44m,76.5/76.9/77.2 C,6423/5470/6253/5765 RPM,Connected,demo-riverbend.02975
DEMO-RIVERBEND,RB-02976,10.240.12.105,02:00:00:0b:a0:20,Success,WhatsMiner M30S++ 112T,20230110,107820.21 GH/s,109443.23 GH/s,6d 07h 35m,63.1/63.4/64.0 C,5902/6279/6322/6080 RPM,Connected,demo-riverbend.02976
DEMO-RIVERBEND,RB-02977,10.240.12.106,02:00:00:0b:a1:45,Success,Antminer S19j Pro 104T,20230315,106479.77 GH/s,103449.97 GH/s,6d 18h 54m,71.0/71.5/71.9 C,6352/5793/6032/5668 RPM,Connected,demo-riverbend.02977
DEMO-RIVERBEND,RB-02978,10.240.12.107,02:00:00:0b:a2:6a,Success,Antminer S19 95T,20230110,94287.81 GH/s,96650.87 GH/s,2d 11h 46m,67.4/68.4/67.4 C,5480/6157/5750/5578 RPM,Connected,demo-riverbend.02978
DEMO-RIVERBEND,RB-02979,10.240.12.108,02:00:00:0b:a3:8f,Success,WhatsMiner M30S++ 112T,20230110,106083.90 GH/s,112905.58 GH/s,6d 17h 53m,69.1/69.8/68.6 C,6222/5781/6319/5938 RPM,Connected,demo-riverbend.02979
DEMO-RIVERBEND,RB-02980,10.240.12.109,02:00:00:0b:a4:b4,Success,Antminer S19j Pro 104T,20230315,99951.45 GH/s,104855.77 GH/s,3d 17h 08m,72.0/72.1/71.1 C,6381/6165/5808/6219 RPM,Connected,demo-riverbend.02980
DEMO-RIVERBEND,RB-02981,10.240.12.110,02:00:00:0b:a5:d9,Success,Antminer S19 95T,20230110,90652.84 GH/s,96614.53 GH/s,5d 07h 04m,71.8/71.3/71.3 C,6258/5534/6291/5662 RPM,Connected,demo-riverbend.02981
DEMO-RIVERBEND,RB-02982,10.240.12.111,02:00:00:0b:a6:fe,Success,WhatsMiner M30S++ 112T,20230110,109110.42 GH/s,111066.36 GH/s,5d 07h 30m,60.5/61.4/61.1 C,5424/6374/5598/6360 RPM,Connected,demo-riverbend.02982
DEMO-RIVERBEND,RB-02983,10.240.12.112,02:00:00:0b:a7:23,Success,Antminer S19j Pro 104T,20230315,98765.06 GH/s,104377.35 GH/s,8d 14h 58m,68.9/70.1/69.2 C,6007/5955/5456/6418 RPM,Connected,demo-riverbend.02983
DEMO-RIVERBEND,RB-02984,10.240.12.113,02:00:00:0b:a8:48,Success,Antminer S19 95T,20230110,93000.61 GH/s,94293.31 GH/s,3d 12h 04m,72.7/73.4/71.8 C,6400/5686/5630/5509 RPM,Connected,demo-riverbend.02984
DEMO-RIVERBEND,RB-02985,10.240.12.114,02:00:00:0b:a9:6d,Success,WhatsMiner M30S++ 112T,20230110,106693.91 GH/s,110148.49 GH/s,6d 21h 39m,74.2/74.5/75.8 C,5992/5484/5750/5631 RPM,Connected,demo-riverbend.02985
DEMO-RIVERBEND,RB-02986,10.240.12.115,02:00:00:0b:aa:92,Success,Antminer S19j Pro 104T,20230315,100474.73 GH/s,102354.59 GH/s,6d 17h 02m,62.8/64.2/64.7 C,6218/6333/5422/5715 RPM,Connected,demo-riverbend.02986
DEMO-RIVERBEND,RB-02987,10.240.12.116,02:00:00:0b:ab:b7,Success,Antminer S19 95T,20230110,91639.04 GH/s,95746.88 GH/s,6d 12h 48m,65.7/67.6/67.4 C,5428/6144/5925/5710 RPM,Connected,demo-riverbend.02987
DEMO-RIVERBEND,RB-02988,10.240.12.117,02:00:00:0b:ac:dc,Success,WhatsMiner M30S++ 112T,20230110,113648.19 GH/s,115130.76 GH/s,5d 17h 14m,73.8/74.0/74.6 C,5428/5838/6225/6102 RPM,Connected,demo-riverbend.02988
DEMO-RIVERBEND,RB-02989,10.240.12.118,02:00:00:0b:ad:01,Success,Antminer S19j Pro 104T,20230315,109456.58 GH/s,106990.20 GH/s,9d 02h 56m,75.4/76.9/76.6 C,5601/5684/5924/6309 RPM,Connected,demo-riverbend.02989
DEMO-RIVERBEND,RB-02990,10.240.12.119,02:00:00:0b:ae:26,Success,Antminer S19 95T,20230110,91225.54 GH/s,96253.87 GH/s,9d 10h 44m,61.0/61.8/61.5 C,5800/5841/6026/5647 RPM,Connected,demo-riverbend.02990
DEMO-RIVERBEND,RB-02991,10.240.12.120,02:00:00:0b:af:4b,Success,WhatsMiner M30S++ 112T,20230110,106751.36 GH/s,114637.84 GH/s,9d 18h 02m,66.7/67.4/67.6 C,5935/5790/6137/5733 RPM,Connected,demo-riverbend.02991
DEMO-RIVERBEND,RB-02992,10.240.12.121,02:00:00:0b:b0:70,Success,Antminer S19j Pro 104T,20230315,104987.05 GH/s,102242.30 GH/s,5d 14h 24m,76.0/76.9/77.6 C,6073/5768/5851/5631 RPM,Connected,demo-riverbend.02992
DEMO-RIVERBEND,RB-02993,10.240.12.122,02:00:00:0b:b1:95,Success,Antminer S19 95T,20230110,90950.62 GH/s,97319.71 GH/s,9d 12h 36m,68.1/68.3/68.4 C,5870/5476/6226/5469 RPM,Connected,demo-riverbend.02993
DEMO-RIVERBEND,RB-02994,10.240.12.123,02:00:00:0b:b2:ba,Success,WhatsMiner M30S++ 112T,20230110,105237.81 GH/s,112707.73 GH/s,7d 13h 18m,77.2/78.3/78.2 C,6257/5994/6432/5529 RPM,Connected,demo-riverbend.02994
DEMO-RIVERBEND,RB-02995,10.240.12.124,02:00:00:0b:b3:df,Success,Antminer S19j Pro 104T,20230315,97848.05 GH/s,101787.83 GH/s,7d 11h 47m,69.9/71.1/70.2 C,5506/5442/6312/5477 RPM,Connected,demo-riverbend.02995
DEMO-RIVERBEND,RB-02996,10.240.12.125,02:00:00:0b:b4:04,Success,Antminer S19 95T,20230110,90798.90 GH/s,91879.49 GH/s,3d 06h 21m,68.0/68.3/68.6 C,6455/5726/5840/5686 RPM,Connected,demo-riverbend.02996
DEMO-RIVERBEND,RB-02997,10.240.12.126,02:00:00:0b:b5:29,Success,WhatsMiner M30S++ 112T,20230110,115168.86 GH/s,114682.01 GH/s,2d 22h 14m,77.3/77.8/78.1 C,5753/6319/5700/6086 RPM,Connected,demo-riverbend.02997
DEMO-RIVERBEND,RB-02998,10.240.12.127,02:00:00:0b:b6:4e,Success,Antminer S19j Pro 104T,20230315,101006.98 GH/s,102397.50 GH/s,2d 13h 03m,77.1/77.5/79.0 C,6273/6209/6409/5608 RPM,Connected,demo-riverbend.02998
DEMO-RIVERBEND,RB-02999,10.240.12.128,02:00:00:0b:b7:73,Success,Antminer S19 95T,20230110,0 GH/s,95061.42 GH/s,2d 04h 36m,255/255/255,6487/6421/5968/6277 RPM,Unknown,demo-riverbend.02999
DEMO-RIVERBEND,RB-03000,10.240.12.129,02:00:00:0b:b8:98,Success,WhatsMiner M30S++ 112T,20230110,107778.08 GH/s,112400.74 GH/s,9d 03h 12m,66.2/66.3/67.2 C,6399/6243/6308/5742 RPM,Connected,demo-riverbend.03000
DEMO-RIVERBEND,RB-03001,10.240.12.130,02:00:00:0b:b9:bd,Success,Antminer S19j Pro 104T,20230315,103022.45 GH/s,100852.02 GH/s,7d 04h 05m,73.1/72.2/74.0 C,5967/5804/5477/5563 RPM,Connected,demo-riverbend.03001
DEMO-RIVERBEND,RB-03002,10.240.12.131,02:00:00:0b:ba:e2,Success,Antminer S19 95T,20230110,87788.52 GH/s,94276.99 GH/s,5d 18h 40m,74.4/74.7/75.3 C,6093/5597/6328/5530 RPM,Connected,demo-riverbend.03002
DEMO-RIVERBEND,RB-03003,10.240.12.132,02:00:00:0b:bb:07,Success,WhatsMiner M30S++ 112T,20230110,105295.49 GH/s,110981.00 GH/s,5d 00h 21m,77.7/77.0/78.0 C,5936/5824/5763/6084 RPM,Connected,demo-riverbend.03003
DEMO-RIVERBEND,RB-03004,10.240.12.133,02:00:00:0b:bc:2c,Success,Antminer S19j Pro 104T,20230315,104138.00 GH/s,104791.24 GH/s,2d 13h 28m,69.0/70.4/69.0 C,6239/6215/5897/6306 RPM,Connected,demo-riverbend.03004
DEMO-RIVERBEND,RB-03005,10.240.12.134,02:00:00:0b:bd:51,Success,Antminer S19 95T,20230110,91623.45 GH/s,93843.87 GH/s,8d 18h 55m,75.0/76.5/75.0 C,6443/6315/5476/5990 RPM,Connected,demo-riverbend.03005
DEMO-RIVERBEND,RB-03006,10.240.12.135,02:00:00:0b:be:76,Success,WhatsMiner M30S++ 112T,20230110,110877.54 GH/s,111349.06 GH/s,9d 17h 59m,72.8/72.6/72.9 C,6496/5811/5581/5635 RPM,Connected,demo-riverbend.03006
DEMO-RIVERBEND,RB-03007,10.240.12.136,02:00:00:0b:bf:9b,Success,Antminer S19j Pro 104T,20230315,95312.81 GH/s,102359.53 GH/s,1d 22h 11m,62.8/63.1/63.3 C,6148/5535/6295/6469 RPM,Connected,demo-riverbend.03007
DEMO-RIVERBEND,RB-03008,10.240.12.137,02:00:00:0b:c0:c0,Success,Antminer S19 95T,20230110,88679.10 GH/s,92653.32 GH/s,2d 13h 28m,65.3/65.6/66.3 C,5442/6435/6206/5464 RPM,Connected,demo-riverbend.03008
